Track Name,Artist Name(s),Album Name,Popularity,Energy,Tempo
Showing Out (Get Fresh At the Weekend) [7''Version],Mel & Kim,F.L.M,0,0.838,119.771
Jungle Love,Steve Miller Band,Greatest Hits 1974-78,48,0.689,144.851
(I Want A) Rockin' Christmas,Ol' 55,Time to Rock'n'Roll: The Anthology,10,0.758,147.767
Where The Streets Have No Name,U2,U218 Singles (Deluxe Version),0,0.871,125.778
Patience,Guns N' Roses,G N' R Lies,20,0.266,120.459
It's Time To Cry,Paul Anka et son orchestre,Diana,14,0.42,110.309
Orchard Road,Leo Sayer,Have You Ever Been In Love,32,0.398,126.798
Thunder,Jessie J,Alive,12,0.803,107.964
The Rise and Fall of Flingel Bunt,The Shadows,Another String of Hot Hits (And More!),33,0.667,132.802
Original Sin,INXS,INXS Remastered,52,0.633,131.397
The Pied Piper,Crispian St. Peters,Follow Me...,46,0.734,125.436
Oh (feat. Ludacris),"Ciara, Ludacris",Goodies,71,0.496,128.29
Lying Around,Cassette Kids,Nothing On TV,0,0.914,135.944
Like This (feat. Eve),"Kelly Rowland, Eve",Ms. Kelly,41,0.724,178.103
Mockingbird,Inez Foxx,Mockingbird,3,0.465,118.062
Alisha Rules The World,Alisha's Attic,Alisha Rules The World,27,0.877,104.16
Afire Love,Ed Sheeran,x (Deluxe Edition),60,0.637,97.97
Kiss Kiss (feat. T-Pain),"Chris Brown, T-Pain",Kiss Kiss (feat. T-Pain),0,0.52,140.112
Songbird,Bernard Fanning,Tea & Sympathy,64,0.776,80.54
Flavours (feat. Juai),"Charlie Sloth, Juai",Flavours (feat. Juai),26,0.611,139.566
Secret Love Song,"Lovey James, Daniel Seavey",Secret Love Song,43,0.463,93.164
Predictable,Delta Goodrem,Innocent Eyes,39,0.605,105.079
What About Us?,Brandy,Full Moon,47,0.698,93.118
Bow River,Cold Chisel,The Best of Cold Chisel - All for You,0,0.946,176.6
(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,79,0.927,141.466
Doctor Pressure - Dirty Radio Edit,"Mylo, Miami Sound Machine",Doctor Pressure,46,0.933,129.044
Hypnotized,"Purple Disco Machine, Sophie and the Giants",Hypnotized,69,0.813,108.078
Fox on the Run,Sweet,Desolation Boulevard (New Extended Version),25,0.902,131.576
Here You Come Again,Dolly Parton,Here You Come Again,69,0.511,105.898
The Blower's Daughter,Damien Rice,The Blower's Daughter,46,0.192,133.198
Euphoria,Loreen,Heal,74,0.679,132.146
Laid,James,Essential Festival: James (International Version),36,0.974,116.036
Ever the Same,Rob Thomas,Something to Be,59,0.729,188.017
Don't Wait,The Beautiful Girls,Spooks,18,0.693,90.026
Pretty Blue Eyes,Steve Lawrence,Greatest Hits: Steve Lawrence,0,0.518,126.399
Evidence,Faith No More,"King for a Day, Fool for a Lifetime",49,0.779,97.948
Alien,"Sabrina Carpenter, Jonas Blue",Alien,56,0.659,105.955
Scar Tissue,Red Hot Chili Peppers,Californication (Deluxe Edition),85,0.717,88.969
You Promised Me,In-Grid,Rendèz-vous (English Edition),32,0.84,132.028
I Don't Wanna Go On With You Like That,Elton John,Reg Strikes Back (Remastered With Bonus Tracks),0,0.89,134.9
Hold Me Tight,Johnny Nash,Collections,28,0.436,90.438
A Lover's Concerto,The Supremes,I Hear A Symphony,31,0.739,121.9
I Hear Motion,Models,The Essential Hits,25,0.712,113.39
Good Life,"Kanye West, T-Pain",Graduation,0,0.745,170.614
Kryptonite,3 Doors Down,The Better Life,84,0.865,99.009
Come Back,Londonbeat,The Very Best Of,17,0.753,120.495
Big (feat. Gunna),"Rita Ora, David Guetta, Imanbek, Gunna",Big (feat. Gunna),57,0.845,111.995
Special Needs,Placebo,Sleeping With Ghosts,1,0.571,178.084
Talk,"DJ Snake, George Maple",Encore,0,0.808,118.103
Always Something There To Remind Me,Naked Eyes,Love To Love,0,0.593,149.306
Bring It Back - Original Mix,"Will Sparks, Joel Fletcher",Bring It Back,0,0.883,128.026
Treat People With Kindness,Harry Styles,Fine Line,75,0.869,122.017
Boom! Shake the Room,DJ Jazzy Jeff & The Fresh Prince,Code Red,56,0.964,99.771
Piano Man,Billy Joel,Piano Man (Legacy Edition),80,0.55,177.734
Seven Nation Army,The White Stripes,Elephant,0,0.463,123.881
Trick Me,Kelis,Trick Me,33,0.725,107.169
Regardless,"RAYE, Rudimental",Euphoric Sad Songs,64,0.82,120.066
A Different Corner,George Michael,Ladies & Gentlemen,52,0.28,94.928
Dance Little Lady,Tina Charles,Tina Charles - Greatest Hits,18,0.74,105.968
Fight for You,Jason Derulo,Future History (Deluxe Edition),55,0.84,177.942
Spicks and Specks - 2012 Remaster,Bee Gees,Spicks and Specks,42,0.656,121.449
Sugar Free,Wa Wa Nee,Wa Wa Nee,23,0.596,117.996
Woman - Tyler Stone Summer Chill Mix,"Louie Austen, Tyler Stone",Woman (Tyler Stone Summer Chill Mix),8,0.779,93.002
Kiddio,Brook Benton,Brook Benton - The Best of Brook Benton,10,0.258,112.356
The Book of Love - EP Version,Gavin James,For You,44,0.308,104.916
She Got That O,Johnny Ruffo,She Got That O,5,0.733,116.978
Love Changes (Everything),Climie Fisher,Everything,66,0.868,111.143
Make Me an Island - 1969 Recording,Joe Dolan,The Best of Joe Dolan,28,0.562,94.49
Pretty Shining People,George Ezra,Staying at Tamara's,65,0.726,106.979
Not Afraid,Eminem,Recovery,28,0.955,114.64
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,The Anthology,0,0.512,118.953
Watermelon Sugar,Harry Styles,Fine Line,92,0.816,95.39
Here's Johnny!,Hocus Pocus,Happy Hardcore Top 100,0,0.973,165.372
Done For Me (feat. Kehlani),"Charlie Puth, Kehlani",Done For Me (feat. Kehlani),0,0.632,112.009
One Dance,"Drake, Wizkid, Kyla",Views,14,0.619,103.989
Theme from S-Express,S'Express,The Definitive 80's (eighties),40,0.83,117.319
He's Gonna Step On You Again - 2014 Remastered Version,John Kongos,Kongos (2014 Remastered Version),13,0.728,107.088
Lean On Me (feat. Robinson),"Illy, Robinson",Lean On Me (feat. Robinson),37,0.531,101.003
Wherever I May Roam,Metallica,Metallica,0,0.824,131.387
How Will I Know,Whitney Houston,Whitney Houston,75,0.544,119.49
Summer Rain (Single Remix),Belinda Carlisle,Runaway Horses (Remastered & Expanded Special Edition),27,0.834,129.082
ROXANNE,Arizona Zervas,ROXANNE,80,0.601,116.735
Grenade,Bruno Mars,Doo-Wops & Hooligans,82,0.558,110.444
Burn For You,INXS,The Very Best,0,0.746,115.733
I Can See Clearly Now,Jimmy Cliff,We All Are One: The Best Of Jimmy Cliff,67,0.662,120.082
Dream Lover,Glenn Shorrock,Meanwhile,0,0.623,114.835
Blue (Da Ba Dee),Eiffel 65,Europop,0,0.993,128.007
Dr. Heckyll & Mr. Jive,Men At Work,The Best Of Men At Work: Contraband,28,0.81,147.723
She's The One,The Cockroaches,The Cockroaches,0,0.635,166.515
Burn For You,INXS,INXS Remastered,30,0.754,115.741
I'm On Fire,Bruce Springsteen,Born In The U.S.A.,79,0.446,88.591
Save Your Tears,The Weeknd,After Hours,58,0.826,118.051
Now Or Never,Halsey,hopeless fountain kingdom (Deluxe),68,0.585,110.03
Lovely Day,Bill Withers,The Essential Bill Withers,52,0.594,97.921
Bubblegum (feat. Tyga),"Jason Derulo, Tyga",Tattoos (Special Edition),37,0.633,109.011
Fly Robin Fly,Silver Convention,Silver Convention - Fly Robin Fly,53,0.406,100.278
Save Your Tears,The Weeknd,After Hours,90,0.826,118.051
I Know What You Did Last Summer,"Shawn Mendes, Camila Cabello",Handwritten (Revisited),50,0.767,113.827
All at Once,Whitney Houston,Whitney Houston,62,0.325,132.548
The Rhythm of the Jungle,The Quick,Fascinating Rhythm,19,0.89,112.308
Hands Clean,Alanis Morissette,Under Rug Swept,63,0.82,99.952
Touch It,Monifah,Just The Hits 90s,30,0.544,115.452
Sugar (feat. Francesco Yates),"Robin Schulz, Francesco Yates",Sugar,83,0.815,123.063
All For You,Janet Jackson,All For You,53,0.925,113.528
The Magic Friend,2 Unlimited,Unlimited Hits & Remixes,0,0.882,127.834
Mama,Connie Francis,Sings Italian Favorites,0,0.217,81.316
Together We Are One - Radio Mix,Delta Goodrem,Together We Are One,34,0.621,134.015
How You Remind Me,Nickelback,"The Best of Nickelback, Vol. 1",57,0.795,172.011
Closer - Doeld Remix,"Scratch Massive, CHLOE (Thévenin), DOELD",Closer,32,0.702,108.028
Free Me,Uriah Heep,Innocent Victim (Expanded Version),46,0.513,115.753
If I Ain’t Got You - Live,Maroon 5,Hands All Over (Deluxe),43,0.412,114.344
Hallucinate,Dua Lipa,Future Nostalgia,71,0.69,122.053
Kiss Me,Olly Murs,Never Been Better (Special Edition),0,0.833,99.919
Way down We Go,KALEO,Way down We Go,72,0.578,81.663
Rollercoaster,B*Witched,B*Witched,29,0.726,106.969
Tribute,Tenacious D,Tenacious D,71,0.767,94.174
Someone You Loved,Lewis Capaldi,Breach,75,0.405,109.891
Wake Me up When September Ends,Green Day,American Idiot,80,0.814,104.98
Growin' Up and Gettin' Old,Luke Combs,Growin' Up and Gettin' Old,68,0.6,146.051
Spin That Wheel - First Feel Mix,"Hi Tek 3, Ya Kid K",Best Of,0,0.924,128.284
Hotel,Kita Alexander,Hotel,47,0.621,129.535
I Got You,Disciples,I Got You,51,0.876,122.969
Trick Me,Kelis,Tasty,68,0.72,107.17
Daughter - Remastered,Pearl Jam,Vs.,72,0.702,96.987
Who's Gonna Ride Your Wild Horses,U2,Achtung Baby,0,0.682,132.663
Ocean (feat. Khalid),"Martin Garrix, Khalid",Ocean (feat. Khalid),71,0.693,139.912
Walk Right In,The Rooftop Singers,Vanguard Visionaries,44,0.66,130.019
Headlights (feat. Ilsey),"Robin Schulz, Ilsey",Headlights (feat. Ilsey),59,0.685,122.002
The Night Has A Thousand Eyes,Bobby Vee,The Night Has A Thousand Eyes,0,0.506,98.56
Face Down,The Red Jumpsuit Apparatus,Don't You Fake It,79,0.932,92.956
Jump,Rihanna,Unapologetic (Deluxe),26,0.824,81.071
It's Only Natural,Crowded House,All the Best,0,0.555,116.242
Forever Young,Youth Group,Casino Twilight Dogs,0,0.649,115.284
Love Story,Taylor Swift,Fearless,74,0.741,118.984
Good Feeling,Flo Rida,Wild Ones,81,0.89,128.011
Something New,"Axwell /\ Ingrosso, Axwell, Sebastian Ingrosso",More Than You Know,61,0.851,129.952
(Is This The Way To) Amarillo,Tony Christie,The Tony Christie Love Collection,47,0.878,134.769
you broke me first - Luca Schreiner Remix,"Tate McRae, Luca Schreiner",you broke me first (Luca Schreiner Remix),54,0.829,123.916
Drop The Pressure,Mylo,Destroy Rock & Roll,45,0.589,129.006
To Love Somebody,Michael Bolton,Timeless (The Classics),64,0.353,74.103
Like It's Her Birthday,Good Charlotte,Cardiology,52,0.868,109.985
"Believe It or Not (Theme from ""Greatest American Hero"")",Joey Scarbury,America's Greatest Hero,57,0.743,117.129
Born This Way,Lady Gaga,Born This Way (International Standard Version),46,0.828,123.884
Halfway Gone,Lifehouse,Smoke & Mirrors (International Version),57,0.919,125.017
A Song For You,Carpenters,A Song For You,57,0.205,127.905
Ocean Drive,Duke Dumont,Ocean Drive,0,0.711,115.048
I.O.I.O.,Bee Gees,Cucumber Castle,41,0.648,132.402
We R Who We R,Kesha,Cannibal (Expanded Edition),75,0.817,119.95
Uprising,Muse,The Resistance,80,0.905,128.019
No More (Baby I'ma Do Right),3LW,3LW,59,0.723,88.933
I Want To Break Free - Single Remix,Queen,The Works (Deluxe Edition 2011 Remaster),0,0.435,108.951
When You Look At Me - Radio Edit,Christina Milian,Christina Milian,0,0.835,108.976
Informer,Snow,12 Inches Of Snow,68,0.742,98.145
You'll Never Know,1927,20... Ish Anniversary Edition,0,0.906,157.779
This Time Around,Hanson,MmmBop : The Collection,0,0.895,164.277
Wildflower,5 Seconds of Summer,CALM,0,0.768,108.992
Simon Says,1910 Fruitgum Company,The Best of the 1910 Fruitgum Co.,30,0.693,135.348
You Are The Reason,Calum Scott,Only Human (Deluxe),0,0.234,170.466
Southern Sky,Shannon Noll,Unbroken,30,0.864,122.054
Night of My Life,Damien Leith,Night Of My Life,24,0.559,168.142
Lay Me Down,"Sam Smith, John Legend",Lay Me Down,0,0.196,123.072
The Other,Lauv,The Other,0,0.553,179.629
Alarm,Anne-Marie,Alarm,61,0.589,146.928
Classical Gas,Mason Williams,Rhino Hi-Five: Mason Williams,0,0.722,155.516
Candle,Guy Sebastian,Candle,21,0.585,67.355
Get Her Back,Robin Thicke,Get Her Back,0,0.293,187.832
MONTERO (Call Me By Your Name),Lil Nas X,MONTERO (Call Me By Your Name),21,0.508,178.818
Yo (Excuse Me Miss),Chris Brown,Chris Brown,0,0.633,87.26
If I Can't Have You,Shawn Mendes,If I Can't Have You,72,0.809,123.911
Come Around,Mental As Anything,Essential As Anything,19,0.901,148.137
In a Different Light,Daneka Nation,In a Different Light,14,0.372,94.898
When I'm With You,Sparks,Terminal Jive,42,0.727,119.495
"Bad, Bad Leroy Brown",Jim Croce,Photographs & Memories: His Greatest Hits,0,0.844,148.013
Tsunami (Jump) [feat. Tinie Tempah],"DVBBS, Borgeous, Tinie Tempah","Bombsquad, Vol. 1 (Mixed by Bombs Away & Tenzin)",8,0.982,127.955
No More Sad Songs (feat. Machine Gun Kelly),"Little Mix, Machine Gun Kelly",Glory Days: The Platinum Edition,0,0.779,102.024
Stronger,Kanye West,Graduation,0,0.708,103.96
The Agenda,Ruby Velle & The Soulphonics,It's About Time,0,0.515,173.184
Run to You,Whitney Houston,The Bodyguard - Original Soundtrack Album,68,0.364,76.923
Everlong,Foo Fighters,Greatest Hits,61,0.867,157.902
Just Love You,DaChri,The Boy They Left Behind,0,0.621,97.996
Black Hole Sun,Soundgarden,Telephantasm,0,0.764,105.71
Live Louder,Nathaniel,Yours,6,0.705,117.046
Stand by Me,Otis Redding,Pain in My Heart,72,0.464,111.548
Nothing's Gonna Change My Love for You,Glenn Medeiros,Glenn Medeiros,0,0.378,142.061
Down from Dover,Dolly Parton,The Fairest of Them All,29,0.369,100.469
Tell Her About It,Billy Joel,The Essential Billy Joel,38,0.892,183.216
Groovejet,Spiller,"Power up 2000's, Vol. 2",0,0.595,123.008
Girls on Film - 2010 Remaster,Duran Duran,Duran Duran (Deluxe Edition),67,0.859,131.697
Suffer,Charlie Puth,Some Type of Love,34,0.447,175.918
Thank You - Single Edit,Jamelia,Thank You,0,0.731,92.207
It’s My Birthday,"will.i.am, Cody Wise",It’s My Birthday,62,0.715,100.001
1-800-273-8255,"Logic, Alessia Cara, Khalid",Everybody,47,0.575,100.05
Free,BROODS,Conscious,39,0.778,90.011
Memphis Tennessee,Dave Berry,Dave Berry,20,0.843,103.675
Worship,Years & Years,Communion,0,0.808,117.98
Love Me Like You,Little Mix,Get Weird (Deluxe),0,0.674,106.058
Dr. Beat,Miami Sound Machine,Eyes Of Innocence,39,0.632,116.625
Go Away Little Girl,Steve Lawrence,Go Away Little Girl,3,0.307,108.028
Too Close,Blue,All Rise,48,0.761,102.422
Standing,Kayls,Standing,0,0.777,172.091
Shut Up,Black Eyed Peas,Elephunk,0,0.714,112.968
I'll Put You Together Again,Hot Chocolate,Every 1's a Winner,32,0.298,104.877
Dreamin' - 2001 Remaster,Cliff Richard,I'm No Hero,42,0.597,134.116
Wide Boy,Nik Kershaw,The Riddle,0,0.577,114.992
Cruel to Be Kind,Nick Lowe,Labour of Lust,0,0.664,131.686
Now I Can Dance - Single Edit,Tina Arena,Greatest Hits 1994 - 2004,32,0.753,117.787
Alone with You - 2014 Remaster,Sunnyboys,Sunnyboys (Expanded Edition),55,0.937,147.546
How Deep Is Your Love,Portrait,Greatest Hits,27,0.271,95.689
Don't Start Now - Purple Disco Machine Remix,"Dua Lipa, Purple Disco Machine",Don't Start Now (Remixes),57,0.752,123.979
Don't Wanna Try,Frankie J,The One,51,0.433,130.127
Dangerous,Roxette,Look Sharp! (2009 Version),0,0.898,124.409
Eleanor Rigby,Zoot,Complete Seventies,0,0.677,155.114
Family Affair,Mary J. Blige,No More Drama,0,0.551,92.889
Only Want You (feat. 6LACK),"Rita Ora, 6LACK",Only Want You (feat. 6LACK),47,0.547,82.034
We Won't Run,Sarah Blasko,As Day Follows Night w/ Live At The Forum,0,0.557,122.176
Forget You,CeeLo Green,The Lady Killer (Deluxe),60,0.875,127.39
Bad Vibes,Matt B,EDEN,2,0.616,120.085
Don't Lie,Black Eyed Peas,Monkey Business,0,0.785,89.885
If I Go,Ella Eyre,Feline (Deluxe),51,0.786,147.885
True Colors,Cyndi Lauper,True Colors,75,0.207,171.282
Is It Love,Twenty 4 Seven,Best of,29,0.946,140.008
Scattered Diamonds,Hungry Kids of Hungary,Escapades,0,0.861,96.901
Midas Touch - Starskee Radio Edit,"Midnight Star, Starskee",Midas Touch,36,0.611,128.001
Where The City Meets The Sea,The Getaway Plan,"Other Voices, Other Rooms",0,0.863,144.064
Clarity,Vance Joy,In Our Own Sweet Time,61,0.869,125.047
What's Your Flava? - Radio Edit,Craig David,Slicker than Your Average,51,0.806,108.118
Seven Wonders - 2017 Remaster,Fleetwood Mac,Tango In the Night (Deluxe Edition),70,0.625,119.049
Careless Whisper,George Michael,Ladies & Gentlemen,65,0.643,152.854
Wishing Well,Sananda Maitreya,Introducing The Hardline According To Terence Trent D'Arby,61,0.461,104.96
Freedom,Wham!,Make It Big,66,0.651,132.538
LoveGame,Lady Gaga,The Fame,75,0.678,105.024
2U (feat. Justin Bieber),"David Guetta, Justin Bieber",2U (feat. Justin Bieber),70,0.65,144.937
On a Carousel,The Hollies,Midas Touch - The Very Best of the Hollies,30,0.562,121.312
You Ain't Thinking (About Me),"D. Pritzker, Sonia Dada",Sonia Dada,31,0.572,160.458
867-5309 / Jenny,Tommy Tutone,867-5309 / Jenny,45,0.785,137.639
Better Man,Robbie Williams,Sing When You're Winning,64,0.527,155.932
Lean On Me,Club Nouveau,Greatest Hits,0,0.629,182.448
Little Bit of Love,Tom Grennan,Evering Road (Deluxe),70,0.706,106.52
Bohemian Rhapsody - Remastered 2011,Queen,A Night At The Opera (Deluxe Remastered Version),76,0.402,143.883
Sea of Love - 2006 Remaster,The Honeydrippers,"The Honeydrippers, Vol. 1 (Expanded)",56,0.411,82.737
My Boyfriend's Back,The Angels,My Boyfriend's Back,15,0.563,136.013
Follow You,Imagine Dragons,Follow You / Cutthroat,72,0.732,124.912
This Will Be (An Everlasting Love),Natalie Cole,Inseparable,77,0.623,126.739
Like a Virgin,Madonna,Like a Virgin,76,0.655,119.747
Midnight at the Oasis,Maria Muldaur,Maria Muldaur,52,0.499,98.686
Tie a Yellow Ribbon Round the Ole Oak Tree (feat. Tony Orlando) - 1998 Remastered,"Dawn, Tony Orlando",Tuneweaving,55,0.615,87.601
A Little Less Conversation - JXL Radio Edit Remix,"Elvis Presley, JXL",Elvis Forever: The Best of Elvis Presley,0,0.927,114.994
Ice Ice Baby,Vanilla Ice,Vanilla Ice Is Back! - Hip Hop Classics,74,0.792,116.012
Just One Look,Doris Troy,Just One Look,20,0.721,107.957
Shame and Scandal in the Family,Johnny Chester,The Best Of,0,0.427,128.736
(I Can't Help) Falling In Love With You,UB40,The Very Best Of,52,0.837,172.455
Swing The Mood,Jive Bunny and the Mastermixers,Jive Bunny And The Mastermixers The Biggest Party On The Planet,55,0.512,92.512
Lemon Tree,Fools Garden,Dish Of The Day,1,0.479,143.159
Mendocino,Sir Douglas Quintet,The Best Of Doug Sahm & The Sir Douglas Quintet (1968 - 1975),23,0.567,132.777
Around the World,Daft Punk,Homework,76,0.795,121.294
Dedication To My Ex (Miss That),"Lloyd, André 3000, Lil Wayne",King Of Hearts,49,0.724,119.037
Birthday,Katy Perry,PRISM (Deluxe),0,0.67,126.069
Stop Me (feat. Daniel Merriweather),"Mark Ronson, Daniel Merriweather",Version,48,0.906,118.035
Wonderwall - Remastered,Oasis,(What's The Story) Morning Glory? [Remastered],82,0.896,174.302
Breathing,Jason Derulo,Future History (Deluxe Edition),59,0.814,127.969
Ode To Billie Joe,Bobbie Gentry,Ode To Billie Joe,57,0.189,120.142
Sun,Two Door Cinema Club,Sun,0,0.534,96.98
Backroad Nation,Lee Kernaghan,Backroad Nation,0,0.72,127.005
The Girl Is Mine,99 Souls,The Girl Is Mine,58,0.943,118.991
Say Something,Kylie Minogue,Say Something,27,0.845,107.013
Wherever I Go,OneRepublic,Oh My My (Deluxe),72,0.689,99.961
Dream Baby,Roy Orbison,The Monument Singles Collection,36,0.554,154.661
From This Moment On - Pop On-Tour Version,Shania Twain,Greatest Hits,70,0.505,135.757
(Baby I've Got You) On My Mind,Powderfinger,Vulture Street,0,0.969,146.542
Take Good Care Of My Baby - 1990 Remastered,Bobby Vee,The Legendary Masters Series,55,0.431,82.445
Never Forget You,"Zara Larsson, MNEK",So Good,76,0.732,145.992
Truthfully,DNCE,DNCE,0,0.649,102.042
On Directing,Tegan and Sara,Sainthood,34,0.812,143.95
Soaked,Bene,Soaked,0,0.54,93.001
Endless Love,"Lionel Richie, Diana Ross",Back To Front,74,0.268,93.47
Why Can't This Be Love - 2004 Remaster,Van Halen,The Very Best of Van Halen (UK Release),39,0.82,88.469
Learning To Fly,Tom Petty and the Heartbreakers,Into The Great Wide Open,0,0.766,116.74
